Time,Position_Y,Velocity_Y,Wheel_1_Velocity,Wheel_2_Velocity,Wheel_3_Velocity,Wheel_4_Velocity,Wheel_1_Force,Wheel_2_Force,Wheel_3_Force,Wheel_4_Force
4.8811,7.7827,1.0499,11.2,11.2,31.0903,32.5,-0.1805,-0.1795,25.0,14.1824
4.8936,7.7957,1.0397,11.2,11.2,32.3229,32.5,-0.1483,-0.1483,25.0,11.7395
4.9061,7.8085,1.0134,11.2,11.2,32.5,29.7837,0.8851,0.8851,23.0643,25.0
4.9186,7.8211,0.9908,11.2,11.2,32.5,28.8673,0.9641,0.9641,20.0628,25.0
4.9312,7.8333,0.9704,11.2,11.2,29.1226,31.7742,0.9483,0.9483,25.0,25.0
4.9436,7.8455,0.9699,11.2,11.2,32.3773,32.5,-0.1532,-0.1532,25.0,13.2875
4.9562,7.8574,0.9306,11.2,11.2,29.489,29.3279,2.1995,2.1995,25.0,25.0
4.9686,7.8689,0.9052,11.2,11.2,28.5996,29.0675,2.0035,2.0035,25.0,25.0
4.9811,7.8803,0.9126,11.2,11.2,31.8302,32.5,-0.2622,-0.2622,25.0,23.1367
4.9937,7.8916,0.8808,11.2,11.2,30.1512,30.3827,1.9907,1.9907,25.0,25.0
5.0061,7.9026,0.8637,11.2,11.2,30.5078,31.0582,1.7416,1.7416,25.0,25.0
5.0186,7.9134,0.8522,11.2,11.2,31.1176,31.7155,1.4586,1.4586,25.0,25.0
5.0311,7.924,0.8436,11.2,11.2,31.5536,32.275,1.2012,1.2012,25.0,25.0
5.0436,7.9344,0.8283,11.2,11.2,31.8987,32.5,0.8929,0.8929,25.0,22.359
5.0561,7.9445,0.8064,11.2,11.2,31.6049,32.5,0.5416,0.5416,25.0,9.3057
5.0728,7.9576,0.7736,11.2,11.2,31.394,31.83,1.4216,1.4216,25.0,25.0
5.0894,7.9702,0.7446,11.2,11.2,32.5,30.3405,0.8782,0.8782,13.8544,25.0
5.1061,7.9824,0.7229,11.2,11.2,31.4752,32.5,-0.0848,-0.0848,25.0,11.7838
5.1228,7.9942,0.7065,11.2,11.2,32.5,32.5,0.3283,0.3283,3.9029,2.6448
5.1394,8.0056,0.6734,11.2,11.2,32.2339,32.5,0.8067,0.8067,25.0,16.321
5.1561,8.0163,0.627,11.2,11.2,30.2774,32.2792,1.6439,1.644,25.0,25.0
5.1728,8.0264,0.5949,11.2,11.2,32.5,31.2948,0.9181,0.9181,16.8136,25.0
5.1896,8.0381,0.8196,8.8368,7.7887,32.5,29.7834,25.0,25.0,20.6606,25.0
5.202,8.0488,0.8494,11.2,11.2,32.5,29.4541,0.9673,19.7012,18.1696,25.0
5.2145,8.0599,0.8667,11.2,11.2,29.409,29.3831,2.4839,2.8954,25.0,25.0
5.227,8.0712,0.8876,11.2,11.1999,29.6158,29.5662,1.9587,7.3356,25.0,25.0
5.2395,8.0821,0.8874,11.2,11.1999,22.6529,22.3461,5.017,18.1992,-25.0,-25.0
5.2521,8.093,0.8633,11.2,11.2,14.5343,14.2097,23.1468,0.962,-25.0,-25.0
5.2646,8.1041,0.8864,11.2,11.2,11.0457,11.2001,1.1653,1.1664,25.0,24.0917
5.2769,8.1158,0.9473,11.2,11.1999,11.2,11.2,2.4255,5.4473,0.213,-0.1238
5.2895,8.1277,0.972,11.2,11.1999,11.2001,11.1999,6.2147,8.3338,22.4772,11.4698
5.3019,8.1398,0.9789,11.2,11.1998,10.9635,11.0929,12.0088,17.8308,25.0,25.0
5.3144,8.152,0.9597,11.2,11.2,10.5963,10.4188,1.6085,1.6096,25.0,25.0
5.3269,8.1634,0.8794,11.2,11.2,9.7757,8.8921,1.0649,1.0609,25.0,25.0
5.3394,8.1741,0.8568,11.2,11.2,10.5038,10.4125,0.3279,0.9916,25.0,25.0
5.352,8.1847,0.8585,11.2,11.1999,11.2,11.1999,6.036,6.0833,14.2055,14.7126
5.3645,8.1956,0.8829,11.2,11.2,11.2,11.2,16.7346,-0.5622,-0.5621,-0.5621
5.3769,8.2073,0.942,11.2,11.1999,11.2,11.2,0.3419,0.648,0.3969,1.2555
5.3894,8.2202,1.0429,11.2,11.1999,11.2,11.2,3.15,2.8499,0.0203,4.4036
5.402,8.2339,1.1378,11.2,11.1999,11.2,11.2,10.1748,12.2567,-1.0658,-1.0658
5.4145,8.2485,1.2111,11.2,11.1999,11.2,11.2,20.5027,23.9924,-2.263,-2.263
5.4228,8.2589,1.2586,11.2,11.1999,11.2,11.2,1.1917,6.8746,6.6945,-0.1186
5.4312,8.2695,1.2868,11.1998,11.2,11.2,11.2,19.5483,-0.8163,-0.8166,-0.8163
5.4395,8.2808,1.3658,11.2001,11.1999,11.2,11.1144,2.1872,8.1299,23.7607,25.0
5.4478,8.2924,1.4049,11.2001,11.2,11.2,11.1998,21.9418,-0.594,7.1479,10.0953
5.4563,8.3045,1.461,11.2001,11.1999,10.4793,10.6195,3.225,4.6826,25.0,25.0
5.4646,8.3168,1.481,11.2,11.2,10.8047,11.1999,0.6114,0.6114,25.0,21.4982
5.4729,8.3295,1.5369,11.2001,11.1999,10.2062,10.2644,1.4918,4.8379,25.0,25.0
5.4813,8.3424,1.5572,11.2,11.2,10.4744,10.369,0.6721,0.6722,25.0,25.0
5.4896,8.3557,1.5937,11.2001,11.1998,11.2001,11.1999,2.6096,7.6888,7.8798,10.6938
5.498,8.3691,1.6146,11.2,11.2,10.3985,10.533,0.8749,0.8749,25.0,25.0
5.5063,8.3826,1.6317,11.2,11.2,11.2001,11.1998,0.7162,0.7162,19.6491,13.0304
5.5146,8.3964,1.6524,11.2,11.2,10.348,10.2083,0.8936,0.8936,25.0,25.0
5.5229,8.4103,1.674,11.2,11.2,11.0921,10.6017,0.3993,0.3994,25.0,25.0
5.5313,8.4244,1.6947,11.2,11.2,10.7698,10.8749,1.0292,1.8774,25.0,25.0
5.5397,8.4388,1.7541,11.1999,11.1999,10.8538,11.0559,13.8818,13.164,25.0,25.0
5.548,8.4536,1.7897,11.2,11.1999,10.7982,10.7112,0.9624,2.4721,25.0,25.0
5.5564,8.4688,1.8472,11.2,11.2,11.1999,11.2,12.6409,16.2711,17.5829,22.7346
5.5647,8.4844,1.8727,11.2,11.1998,10.9446,11.2,0.5532,3.4948,25.0,0.5534
5.5729,8.5002,1.9064,11.1999,11.2,11.2,11.1999,13.2133,-0.0526,15.8622,16.0712
5.5813,8.5163,1.9389,11.2001,11.2001,11.2001,11.2,1.063,4.3064,0.5004,0.1173
5.5897,8.5327,1.9783,11.2,11.2,11.1928,11.1998,17.2678,-0.1885,25.0,23.3885
5.5982,8.5493,1.9968,11.2003,11.2006,11.2057,11.2004,4.4584,7.3935,-10.0162,-5.5687
5.6065,8.566,2.0007,11.2,11.2,11.1999,11.1995,0.9187,0.9187,23.103,18.1208
5.6149,8.5826,2.0007,11.2,11.2006,11.2002,11.2001,3.8219,0.7857,-4.1845,-5.4512
5.6231,8.5993,1.9919,11.2,11.2,11.1499,11.1509,1.5946,1.5938,25.0,25.0
5.6313,8.6159,2.0015,11.1975,11.2007,11.2002,11.2,-2.9914,-8.0661,-0.3078,-0.0745
5.6398,8.6326,1.9999,11.2,11.2,11.198,11.1999,0.7444,0.7454,18.7739,17.3256
5.6481,8.6492,2.0009,11.2002,11.2008,11.1999,11.2,-8.3208,-9.636,-0.3775,-0.1911
5.6564,8.6659,1.9991,11.2,11.2,11.199,11.1999,1.0747,1.0674,18.1138,13.4541
5.6648,8.6826,2.0001,11.1964,11.2078,11.1968,11.1993,-4.6271,-12.7075,-1.7147,-5.834
5.6733,8.6993,1.998,11.2,11.2003,11.199,11.1992,1.2397,2.2308,13.7541,15.2998
5.6815,8.7159,2.0001,11.2011,11.203,11.1956,11.197,-5.2231,-12.4849,-1.2865,-1.2441
5.6897,8.7326,1.9966,11.2,11.2002,11.2,11.1982,1.3089,2.1572,16.5213,19.7555
5.698,8.7492,2.0003,11.2079,11.2027,11.1947,11.1932,-6.6398,-13.016,2.9272,3.5136
5.7065,8.7659,1.9954,11.2,11.1995,11.1984,11.2009,1.1576,4.2234,15.3315,12.1639
5.7148,8.7826,2.0004,11.2116,11.1999,11.1919,11.1944,-10.9095,-17.4225,2.5867,0.5611
5.7232,8.7992,1.9939,11.2,11.1996,11.2008,11.1986,2.1915,8.7832,6.4471,8.6119
5.7315,8.8159,2.0002,11.2165,11.2008,11.1904,11.1912,-11.2143,-14.6428,6.9549,6.0613
5.7398,8.8325,1.9938,11.2,11.2,11.2,11.1993,0.9391,1.7752,0.6417,2.5253
5.7481,8.8492,2.0003,11.2001,11.2,11.1999,11.2003,-5.383,-0.0012,2.8814,3.0514
5.7564,8.8658,2.0016,11.1987,11.202,11.2,11.2,-3.2378,-7.8514,-0.142,-0.1438
5.7648,8.8825,2.0004,11.2007,11.2,11.1927,11.1965,-12.9238,0.1053,10.6101,8.7835
5.7731,8.8992,2.0019,11.1989,11.2007,11.2002,11.2,-3.999,-8.4706,-0.6578,-0.1957
5.7815,8.9158,1.998,11.2,11.2,11.1718,11.1885,1.3898,1.3906,25.0,25.0
5.7898,8.9325,2.0013,11.1993,11.2015,11.2,11.2,-7.3329,-9.7083,-0.2132,-0.2247
5.7981,8.9491,2.0002,11.2,11.2,11.1994,11.1987,0.7877,0.7912,18.1219,16.3317
5.8065,8.9658,2.001,11.1969,11.2033,11.1999,11.2003,-5.4965,-10.4464,-0.6108,-2.2983
5.8148,8.9824,1.9949,11.2,11.2,11.1657,11.1761,1.3397,1.3398,25.0,25.0
5.823,8.9991,2.001,11.1997,11.2003,11.2,11.2,-6.9817,-10.3404,-0.1655,-0.2068
5.8315,9.0158,1.9989,11.2,11.2,11.1991,11.1997,1.0723,1.0571,16.539,14.0531
5.8396,9.0324,1.9999,11.1976,11.2083,11.1968,11.1978,-5.7872,-12.3444,-2.0252,-6.068
5.848,9.0491,1.9975,11.2,11.1999,11.1997,11.199,1.2391,1.576,14.6846,18.8655
5.8562,9.0658,2.0,11.2014,11.2036,11.1957,11.1961,-4.5643,-11.9356,-0.5622,-0.1364
5.8646,9.0824,1.996,11.2,11.2,11.1993,11.1989,1.3764,1.6285,17.4205,20.5421
5.8729,9.0991,2.0003,11.2086,11.2007,11.1947,11.1937,-8.1613,-13.4837,1.2294,1.8835
5.8813,9.1158,1.9944,11.2,11.1996,11.198,11.2007,1.3919,2.1519,20.405,15.3363
5.8896,9.1324,2.0001,11.2136,11.2002,11.1923,11.1927,-9.8534,-14.2598,4.582,4.4345
5.8979,9.1491,1.9926,11.2,11.1996,11.1981,11.2011,1.3186,4.6777,16.6146,12.9699
5.9062,9.1657,2.0005,11.2014,11.2001,11.1929,11.1945,-11.0606,-15.6799,7.5126,4.8693
5.9145,9.1824,2.0036,11.2,11.1998,11.2,11.2,0.0801,-1.4578,-0.0256,-0.0286
5.9229,9.1991,2.001,11.2007,11.2,11.1955,11.1984,-9.6431,0.2425,10.8483,9.9043
5.9313,9.2157,2.0015,11.1987,11.201,11.2003,11.2,-1.3385,-3.614,-1.3322,0.0193
5.9396,9.2324,2.0008,11.2033,11.2,11.1938,11.2006,-5.1552,0.2909,12.1517,10.0584
5.9481,9.2491,2.0014,11.1967,11.2007,11.2001,11.202,0.0003,-4.6873,-0.1564,-3.1496
5.9563,9.2657,2.0008,11.2,11.2,11.1988,11.1998,0.8366,0.8366,17.7294,18.9905
5.9648,9.2824,2.0011,11.1978,11.2021,11.2,11.2,-1.6685,-4.6897,-4.2281,-0.9179
5.9729,9.299,1.9997,11.2,11.2,11.1992,11.198,0.8502,0.8524,21.5609,17.3771
5.9812,9.3157,2.0004,11.1966,11.2044,11.1994,11.1994,-2.2362,-7.3438,-2.3815,-3.1712
5.9897,9.3323,1.9948,11.2,11.2,11.1589,11.1984,1.2777,1.2661,25.0,21.4021
5.9979,9.349,2.0046,11.1996,11.2,11.2,11.2001,-2.4738,-10.7393,-0.5933,-1.829
6.0063,9.3657,1.9982,11.2,11.1999,11.1996,11.1995,1.3131,2.3971,10.1234,11.789
6.0148,9.3824,1.9999,11.1991,11.2091,11.197,11.1948,-5.203,-12.0749,-3.5024,-1.0955
6.0229,9.399,1.9967,11.2,11.2,11.1999,11.1986,1.3045,2.4932,15.3206,18.328
6.0313,9.4157,2.0,11.2048,11.2017,11.1958,11.1946,-6.6334,-13.1451,-0.4615,1.8741
6.0395,9.4324,1.9952,11.2,11.2001,11.1987,11.1993,1.3513,1.6071,17.9736,19.3215
6.0479,9.449,2.0002,11.2086,11.2038,11.1923,11.1939,-6.4592,-11.8119,4.8957,4.0877
6.0563,9.4657,1.994,11.2,11.1995,11.1984,11.2009,1.2412,3.7792,16.5121,12.8664
6.0646,9.4824,2.0003,11.2162,11.2,11.1901,11.1927,-12.5337,-16.0261,5.1301,3.4479
6.073,9.499,1.9938,11.2,11.2,11.2,11.1984,0.9516,1.8053,0.7,6.209
6.0813,9.5157,2.0014,11.2014,11.2,11.1973,11.1998,-6.1853,0.0903,6.4159,5.7517
6.0895,9.5323,2.0018,11.1984,11.2023,11.2,11.2,-2.4504,-8.1661,-0.1098,-0.156
6.0979,9.549,2.0004,11.2007,11.2,11.1915,11.1957,-12.9575,0.1771,12.044,9.7295
6.1063,9.5657,2.0015,11.1982,11.2015,11.2005,11.2001,-3.4605,-7.4262,-1.1649,-0.4043
6.1146,9.5823,2.0006,11.2004,11.2,11.1964,11.1981,-11.2199,0.1578,12.0508,12.5065
6.1229,9.599,2.0012,11.1988,11.2019,11.1998,11.1999,-5.0313,-7.1126,-6.3042,-1.3891
6.1313,9.6156,2.0001,11.2,11.2,11.1992,11.1987,0.8513,0.8524,20.2555,17.0824
6.1398,9.6323,2.001,11.1968,11.2032,11.1998,11.2,-0.4012,-4.7033,-2.4388,-3.6673
6.1479,9.6489,1.9928,11.2,11.2,11.1541,11.1638,1.447,1.449,25.0,25.0
6.1562,9.6656,2.001,11.1997,11.2001,11.2,11.2,-5.2511,-9.0875,-0.089,-0.1013
6.1646,9.6823,1.9987,11.2,11.2,11.1985,11.2003,1.0967,1.0818,17.2552,13.916
6.173,9.6989,2.0,11.1968,11.2075,11.1969,11.1993,-4.1585,-10.8091,-2.3275,-5.9747
6.1813,9.7156,1.9975,11.2,11.2,11.1996,11.199,1.256,1.4007,14.9492,18.9727
6.1896,9.7323,1.9999,11.199,11.2022,11.1954,11.1959,-3.761,-11.5438,-1.1228,-0.9301
6.1979,9.7489,1.9962,11.2,11.2,11.1993,11.199,1.3762,1.7028,17.1579,20.1071
6.2062,9.7656,2.0004,11.2088,11.2003,11.1946,11.1937,-8.5178,-13.8854,1.0827,1.3767
6.2147,9.7823,1.9947,11.2,11.1995,11.1981,11.2006,1.3532,2.3138,19.8164,15.2994
6.2229,9.7989,2.0004,11.2119,11.2003,11.1927,11.1935,-9.3426,-14.9023,3.719,3.3681
6.2313,9.8156,1.9932,11.2,11.1995,11.1981,11.2013,1.2945,5.0139,16.0008,12.3725
6.2396,9.8322,2.0006,11.2014,11.2002,11.1923,11.1944,-11.6995,-16.3295,7.1941,4.0997
6.2478,9.8489,2.0038,11.2,11.1995,11.2,11.2,0.0576,-1.7565,-0.0445,-0.0537
6.2562,9.8656,2.0011,11.2002,11.2,11.1968,11.1978,-9.4133,0.2178,9.262,9.817
6.2647,9.8822,2.0013,11.1989,11.201,11.2003,11.2,-1.9663,-4.4202,-0.9476,0.0082
6.2731,9.8989,2.0008,11.2039,11.2,11.1927,11.2008,-5.6554,0.2762,12.1279,9.0743
6.2815,9.9156,2.0014,11.1971,11.2008,11.2,11.2019,-0.6612,-5.4673,-0.0082,-2.7694
6.2896,9.9322,2.0008,11.2,11.2,11.1989,11.1997,0.8417,0.8417,17.3635,18.8868
6.2979,9.9489,2.0013,11.1981,11.2018,11.2001,11.2,-2.0907,-4.8164,-4.1458,-0.8649
6.3063,9.9655,1.9997,11.2,11.2,11.1991,11.1981,0.8558,0.8582,21.4323,17.1137
6.3146,9.9822,2.0007,11.197,11.2039,11.1995,11.1996,-2.351,-6.9426,-2.5389,-3.149
6.3229,9.9988,1.9925,11.2,11.2,11.1644,11.1543,1.4113,1.4116,25.0,25.0
6.3313,10.0155,2.0017,11.1982,11.2003,11.2,11.2,-5.0093,-9.3838,-0.2041,-0.2079
6.3396,10.0322,1.9985,11.2,11.2,11.198,11.2009,1.1026,1.0983,17.0664,11.5844
6.348,10.0488,2.0003,11.1993,11.2013,11.1977,11.1994,-6.2734,-12.7467,-1.2751,-6.4998
6.3565,10.0655,1.9972,11.2,11.1998,11.2003,11.1987,1.2298,1.7389,13.8887,18.613
6.3648,10.0822,2.0002,11.2024,11.2033,11.1964,11.1952,-5.3502,-12.6324,-1.14,0.5509
6.3729,10.0988,1.9958,11.2,11.2,11.1991,11.1992,1.3247,1.9074,16.8864,18.9368
6.3813,10.1155,2.0003,11.2083,11.2019,11.1923,11.1945,-6.0025,-13.0794,5.1482,3.7755
6.3899,10.1321,1.9944,11.2,11.1998,11.1991,11.1998,1.2374,3.848,15.7329,13.7839
6.3979,10.1488,2.0003,11.215,11.1999,11.1919,11.1919,-11.8139,-16.4601,3.8542,3.7355
6.4063,10.1655,1.9925,11.2001,11.2003,11.2002,11.1982,1.6837,8.235,8.3987,10.2421
6.4146,10.1821,1.9999,11.2185,11.2007,11.1886,11.1908,-10.326,-14.0414,10.4583,9.016
6.4229,10.1988,2.0016,11.1994,11.2009,11.2,11.2,-1.4136,-3.8391,0.0519,0.0519
6.4313,10.2154,2.0014,11.2026,11.2,11.1952,11.2007,-5.9461,0.1139,7.1623,5.1829
6.4396,10.2321,2.0029,11.1993,11.2003,11.2,11.2,-2.145,-7.8553,-0.1612,-0.1739
6.448,10.2488,2.0005,11.2002,11.2,11.1961,11.1974,-11.2242,0.1687,11.2028,11.383
6.4562,10.2654,2.0013,11.1977,11.2016,11.2006,11.2002,-2.7714,-7.0995,-1.1655,-0.4551
6.4645,10.2821,2.0005,11.2,11.2,11.198,11.2004,0.8461,0.8458,19.1638,17.788
6.473,10.2988,2.0016,11.1994,11.2025,11.1987,11.1999,-7.179,-9.059,-7.8337,-0.9116
6.4813,10.3154,1.9995,11.2,11.2,11.1991,11.1982,0.8465,0.8553,22.1527,16.615
6.4897,10.3321,2.0006,11.1965,11.2042,11.1993,11.1994,-1.0426,-5.9834,-2.7526,-3.3111
6.498,10.3487,1.9988,11.2,11.2,11.1991,11.1996,1.2186,1.1903,20.5048,16.5188
6.5065,10.3654,2.0,11.1946,11.2051,11.197,11.2002,-0.7038,-7.1581,-4.2199,-4.4238
6.5149,10.3821,1.9977,11.2,11.2,11.1994,11.199,1.329,1.3921,16.7194,20.6488
6.5232,10.3988,1.9999,11.1991,11.2103,11.1947,11.1958,-3.2018,-10.5078,0.0454,-0.4334
6.5313,10.4154,1.9963,11.2,11.2,11.1994,11.1991,1.409,1.3441,18.06,21.9684
6.5396,10.4321,2.0002,11.2071,11.2015,11.1951,11.1944,-6.2827,-11.8036,1.8237,3.4623
6.5479,10.4487,1.9948,11.2,11.1994,11.1969,11.2012,1.4088,1.9929,21.4476,16.401
6.5562,10.4654,2.0004,11.2116,11.2,11.1919,11.1944,-8.5229,-14.747,4.8105,3.297
6.5648,10.482,1.9933,11.2,11.1999,11.199,11.1998,1.3624,4.7818,15.5998,14.178
6.573,10.4987,1.9994,11.2135,11.2042,11.1911,11.1909,-8.1497,-13.3972,9.8444,9.8271
6.5814,10.5154,2.003,11.1998,11.2,11.2,11.2,-0.3728,-2.4009,0.0976,0.0976
6.5897,10.532,2.0015,11.2024,11.2,11.1958,11.2005,-5.2504,0.122,6.1897,4.6527
6.5982,10.5487,2.0021,11.1987,11.2006,11.2,11.2,-2.7298,-7.7361,-0.1186,-0.1533
6.6064,10.5654,2.0003,11.2006,11.2,11.1927,11.1961,-12.108,0.1609,11.2386,9.8534
6.6148,10.582,2.0018,11.1983,11.2016,11.2004,11.2,-3.2597,-7.669,-0.8211,-0.134
6.6231,10.5987,2.001,11.2,11.2,11.1981,11.2004,0.8476,0.8469,18.4526,17.1432
6.6314,10.6154,2.0013,11.1995,11.2017,11.1993,11.2,-5.447,-6.8982,-3.2601,-0.2647
6.6398,10.632,2.0001,11.2,11.2,11.1993,11.1986,0.8229,0.8263,19.4489,16.9652
6.6481,10.6487,2.0011,11.1972,11.2032,11.1999,11.2002,-4.9134,-9.2125,-1.3262,-2.7978
6.6563,10.6653,1.9997,11.2,11.2,11.1985,11.1999,0.7965,0.8011,19.5005,19.1159
6.6646,10.682,2.0009,11.1993,11.2052,11.1968,11.1992,-5.7687,-10.3943,-1.1728,-0.4263
6.673,10.6987,1.9988,11.2,11.2,11.199,11.1998,1.1246,1.115,18.3533,14.6379
6.6815,10.7153,2.0001,11.1977,11.208,11.1963,11.1984,-4.5923,-11.0287,-3.0553,-5.2588
6.6897,10.732,1.9974,11.2,11.1998,11.1998,11.199,1.2682,1.6219,14.9512,19.2147
6.698,10.7487,2.0,11.2003,11.2034,11.1953,11.1958,-4.134,-11.6835,-0.5422,-0.3466
6.7063,10.7653,1.9959,11.2,11.2001,11.1993,11.1989,1.3904,1.5551,17.3091,20.6146
6.7146,10.782,2.0004,11.2075,11.201,11.1948,11.1939,-7.6636,-13.6013,0.9504,1.5203
6.7232,10.7986,1.9943,11.2,11.1996,11.198,11.2007,1.3983,2.0483,20.0257,15.274
6.7313,10.8153,2.0003,11.2123,11.2003,11.1927,11.1931,-9.2979,-14.4925,3.9933,4.0082
6.7398,10.8319,1.9926,11.2,11.1996,11.1983,11.2009,1.3077,4.6334,16.0438,12.7981
6.7479,10.8486,2.0001,11.2085,11.1999,11.1902,11.1929,-11.0505,-16.0362,6.9131,4.3598
6.7562,10.8653,2.0037,11.2,11.1994,11.2,11.2,0.0767,-1.6243,-0.0351,-0.0397
6.7647,10.882,2.0009,11.2006,11.2,11.1951,11.1977,-9.6509,0.2322,10.311,9.7452
6.773,10.8986,2.0015,11.1989,11.2009,11.2003,11.2,-1.623,-3.885,-1.1001,0.0138
6.7813,10.9153,2.0008,11.2032,11.2,11.1941,11.2003,-5.099,0.28,11.4991,10.1314
6.7897,10.932,2.0014,11.1969,11.2006,11.2001,11.2021,-0.1978,-5.0067,-0.0927,-2.8028
6.798,10.9486,2.0007,11.2,11.2,11.1987,11.1998,0.8353,0.8353,17.7548,18.8903
6.8064,10.9653,2.0013,11.1981,11.2018,11.2001,11.2,-2.0437,-4.6766,-4.218,-0.8476
6.8148,10.9819,1.9997,11.2,11.2,11.199,11.1982,0.8487,0.8504,21.4971,17.4317
6.8229,10.9986,2.0006,11.1969,11.2038,11.1995,11.1996,-2.5301,-7.0415,-2.5121,-3.1608
6.8314,11.0152,1.9923,11.2,11.2,11.164,11.1535,1.4037,1.4065,25.0,25.0
6.8397,11.0319,2.0018,11.1986,11.2003,11.2,11.2,-5.2403,-9.3613,-0.2186,-0.216
6.8481,11.0485,1.9983,11.2,11.2,11.1987,11.2003,1.1025,1.0981,16.7117,11.5825
6.8565,11.0652,2.0004,11.199,11.2013,11.198,11.1991,-6.3088,-12.886,-1.3995,-6.5312
6.8647,11.0819,1.9968,11.2,11.1999,11.2006,11.1984,1.2418,1.8784,13.2464,18.2811
6.8729,11.0985,2.0001,11.2032,11.2033,11.1962,11.1948,-5.7183,-12.8149,-0.8709,0.9423
6.8813,11.1152,1.9953,11.2,11.2,11.1993,11.1991,1.3268,1.9868,16.4281,18.8585
6.8898,11.1319,2.0002,11.2066,11.2021,11.1927,11.1943,-5.1233,-13.0651,4.604,3.7268
6.8979,11.1485,1.994,11.2,11.1995,11.1986,11.2007,1.2445,4.1314,15.7221,12.731
6.9062,11.1652,2.0003,11.2144,11.1998,11.191,11.193,-11.3078,-16.6202,4.5521,3.2178
6.9146,11.1818,1.9968,11.2,11.2,11.2,11.1998,0.4463,0.8677,0.4913,5.6241
6.923,11.1985,1.9999,11.2186,11.1993,11.1903,11.1904,-11.0141,-13.877,7.969,9.3053
6.9313,11.2152,2.0019,11.1999,11.2003,11.2,11.2,-3.79,-2.5895,0.0401,0.0143
6.9396,11.2318,2.001,11.2024,11.2,11.1959,11.2005,-4.8302,0.1927,8.8208,5.9991
6.9479,11.2485,2.0017,11.1977,11.2019,11.2,11.201,-1.4608,-7.0593,-0.0492,-1.1757
6.9562,11.2651,1.9984,11.2299,11.2,11.184,11.1858,-9.441,0.7649,20.9137,21.2291
6.9646,11.2818,2.0036,11.1997,11.2,11.2,11.2,-1.2287,-6.3398,-0.1007,-0.089
6.9729,11.2985,2.0004,11.2,11.2,11.1985,11.2001,0.7831,0.7844,17.2403,17.6234
6.9812,11.3152,2.0012,11.1982,11.2022,11.1998,11.2,-4.2258,-7.3008,-3.2614,-0.1474
6.9895,11.3318,1.9994,11.2,11.2,11.1989,11.1985,0.8174,0.8232,21.4652,16.6467
6.9979,11.3485,2.0009,11.1972,11.2044,11.1991,11.1993,-3.6341,-8.3607,-2.2013,-2.4553
7.0062,11.3651,1.9987,11.2,11.2,11.1987,11.2,1.1919,1.166,19.4733,15.8423
7.0146,11.3818,2.0001,11.1963,11.2062,11.1972,11.2004,-2.4503,-8.6028,-4.4197,-5.3194
7.0229,11.3985,1.9974,11.2,11.1998,11.1997,11.199,1.3092,1.6968,15.4542,19.6892
7.0313,11.4151,2.0,11.1981,11.209,11.1961,11.1967,-2.7113,-9.9242,-1.0709,-1.1226
7.0398,11.4318,1.9961,11.2,11.2001,11.1992,11.199,1.4161,1.523,17.7584,20.9259
7.048,11.4485,2.0003,11.2063,11.2021,11.1944,11.1949,-5.9062,-11.8863,2.1958,2.6055
7.0563,11.4651,1.9945,11.2,11.1998,11.1985,11.1999,1.4186,2.2705,19.9582,16.7257
7.0647,11.4818,2.0004,11.2108,11.2001,11.1932,11.1935,-8.0421,-14.6257,3.9225,3.9461
7.0731,11.4984,1.9929,11.2,11.1999,11.1997,11.1989,1.3129,5.397,13.0792,14.9712
7.0812,11.5151,1.9999,11.2151,11.1997,11.1928,11.1913,-7.5829,-13.1712,11.1023,10.0213
7.0896,11.5317,2.0015,11.1998,11.2006,11.2,11.2,-0.8144,-2.7833,0.1079,0.1079
7.0979,11.5484,2.0016,11.2023,11.2,11.1958,11.2002,-5.3018,0.143,6.6063,5.4025
7.1063,11.5651,2.0027,11.1996,11.2002,11.2,11.2,-1.9032,-7.2801,-0.106,-0.1263
7.1146,11.5817,2.0004,11.2005,11.2,11.1933,11.1964,-11.9453,0.1703,11.4865,10.3943
7.1229,11.5984,2.0032,11.1993,11.2003,11.2001,11.2,-4.6164,-7.7893,-0.9976,-0.1919
7.1312,11.6151,2.0003,11.2006,11.2,11.1956,11.1981,-11.1063,0.1457,12.3343,12.496
7.1396,11.6318,2.0014,11.1983,11.2016,11.2002,11.2,-1.81,-4.2796,-3.8695,-0.6684
7.1479,11.6484,1.9997,11.2,11.2,11.199,11.1985,0.8563,0.8531,21.4242,17.2515
7.1562,11.6651,2.0009,11.197,11.2032,11.1997,11.1998,-1.4244,-5.4505,-2.8863,-3.607
7.1646,11.6817,1.9917,11.2,11.2,11.1613,11.1495,1.4506,1.4531,25.0,25.0
7.1729,11.6983,2.0016,11.1977,11.2003,11.2001,11.2,-4.4495,-9.2378,-0.1881,-0.1764
7.1813,11.715,1.9984,11.2,11.2,11.199,11.2,1.124,1.1203,17.3016,11.9334
7.1896,11.7317,2.0001,11.1971,11.2076,11.1971,11.1982,-4.1531,-11.6148,-4.1248,-4.9402
7.198,11.7483,1.9971,11.2,11.1999,11.2003,11.1986,1.2489,1.5422,14.3663,19.1262
7.2064,11.765,2.0011,11.2,11.2,11.1996,11.1998,0.6394,0.6387,6.8107,7.2057
7.2146,11.7817,1.996,11.2,11.2,11.1987,11.1991,1.2962,1.2962,23.3325,25.0
